GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN
0041900404,2,12,0,1,9:11 PM,12:00,,Start of 1st Period (9:11 PM EST),,,
0041900404,4,10,0,1,9:11 PM,12:00,Jump Ball Adebayo vs. Howard: Tip to James,,,,
0041900404,7,2,63,1,9:11 PM,11:46,,,MISS Davis 9' Fadeaway Jumper,,
0041900404,8,4,0,1,9:11 PM,11:44,,,Howard REBOUND (Off:1 Def:0),,
0041900404,9,5,1,1,9:11 PM,11:41,Herro STEAL (1 STL),,Howard Bad Pass Turnover (P1.T1),,
0041900404,11,1,41,1,9:11 PM,11:38,Adebayo 2' Running Layup (2 PTS) (Herro 1 AST),,,0 - 2,2
0041900404,13,1,108,1,9:11 PM,11:19,,,Davis 1' Cutting Dunk Shot (2 PTS) (Caldwell-Pope 1 AST),2 - 2,TIE
0041900404,15,5,11,1,9:12 PM,10:50,HEAT Turnover: Shot Clock (T#1),,,,
0041900404,16,5,45,1,9:12 PM,10:39,,,Caldwell-Pope Out of Bounds - Bad Pass Turnover Turnover (P1.T2),,
0041900404,17,2,79,1,9:12 PM,10:27,MISS Robinson 26' 3PT Pullup Jump Shot,,,,
0041900404,18,4,0,1,9:12 PM,10:25,Adebayo REBOUND (Off:1 Def:0),,,,
0041900404,19,2,79,1,9:12 PM,10:21,MISS Herro 17' Pullup Jump Shot,,,,
0041900404,20,4,0,1,9:13 PM,10:20,,,Howard REBOUND (Off:1 Def:1),,
0041900404,21,5,8,1,9:13 PM,10:04,,,Howard 3 Second Violation Turnover (P2.T3),,
0041900404,22,2,3,1,9:13 PM,9:48,MISS Adebayo 4' Hook Shot,,,,
0041900404,23,4,0,1,9:13 PM,9:47,,,Davis REBOUND (Off:0 Def:1),,
0041900404,24,2,5,1,9:13 PM,9:38,Crowder BLOCK (1 BLK),,MISS Howard 3' Layup,,
0041900404,26,4,0,1,9:13 PM,9:37,,,James REBOUND (Off:1 Def:0),,
0041900404,27,1,1,1,9:14 PM,9:33,,,Caldwell-Pope 3PT Jump Shot (3 PTS) (James 1 AST),5 - 2,-3
0041900404,29,1,75,1,9:14 PM,9:14,Butler 3' Driving Finger Roll Layup (2 PTS),,,5 - 4,-1
0041900404,30,6,2,1,9:14 PM,9:14,,,Howard S.FOUL (P1.T1) (T.Brown),,
0041900404,32,3,10,1,9:14 PM,9:14,Butler Free Throw 1 of 1 (3 PTS),,,5 - 5,TIE
0041900404,33,5,1,1,9:15 PM,9:02,Adebayo STEAL (1 STL),,James Bad Pass Turnover (P1.T4),,
0041900404,35,5,39,1,9:15 PM,9:00,Adebayo Step Out of Bounds Turnover (P1.T2),,,,
0041900404,36,6,1,1,9:15 PM,8:52,Adebayo P.FOUL (P1.T1) (T.Brown),,,,
0041900404,38,1,75,1,9:15 PM,8:41,,,Caldwell-Pope 3' Driving Finger Roll Layup (5 PTS) (James 2 AST),7 - 5,-2
0041900404,40,1,73,1,9:16 PM,8:17,Herro 2' Driving Reverse Layup (2 PTS),,,7 - 7,TIE
0041900404,41,2,79,1,9:16 PM,7:56,,,MISS Davis 22' Pullup Jump Shot,,
0041900404,42,4,0,1,9:16 PM,7:55,Herro REBOUND (Off:0 Def:1),,,,
0041900404,44,1,63,1,9:17 PM,7:44,Robinson 3PT Fadeaway Jumper (3 PTS) (Butler 1 AST),,,7 - 10,3
