GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN
0041900145,2,12,0,1,9:24 PM,12:00,,Start of 1st Period (9:24 PM EST),,,
0041900145,4,10,0,1,9:24 PM,12:00,Jump Ball McGee vs. Whiteside: Tip to Nurkic,,,,
0041900145,7,1,5,1,9:24 PM,11:38,,,Whiteside 2' Layup (2 PTS) (Nurkic 1 AST),2 - 0,-2
0041900145,10,1,80,1,9:24 PM,11:22,Davis 5' Step Back Jump Shot (2 PTS) (James 1 AST),,,2 - 2,TIE
0041900145,12,1,98,1,9:25 PM,11:06,,,Nurkic 3' Cutting Layup Shot (2 PTS) (Trent Jr. 1 AST),4 - 2,-2
0041900145,14,2,1,1,9:25 PM,10:57,MISS Caldwell-Pope 25' 3PT Jump Shot,,,,
0041900145,15,4,0,1,9:25 PM,10:55,,,Anthony REBOUND (Off:0 Def:1),,
0041900145,16,2,1,1,9:25 PM,10:45,,,MISS Nurkic 25' 3PT Jump Shot,,
0041900145,17,4,0,1,9:25 PM,10:42,McGee REBOUND (Off:0 Def:1),,,,
0041900145,18,1,98,1,9:25 PM,10:28,Davis 3' Cutting Layup Shot (4 PTS) (James 2 AST),,,4 - 4,TIE
0041900145,20,6,2,1,9:25 PM,10:28,,,Whiteside S.FOUL (P1.T1) (M.Davis),,
0041900145,22,3,10,1,9:26 PM,10:28,Davis Free Throw 1 of 1 (5 PTS),,,4 - 5,1
0041900145,23,1,102,1,9:26 PM,10:16,,,McCollum 10' Driving Floating Bank Jump Shot (2 PTS) (Nurkic 2 AST),6 - 5,-1
0041900145,25,5,45,1,9:26 PM,10:00,James Out of Bounds - Bad Pass Turnover Turnover (P1.T1),,,,
0041900145,26,2,5,1,9:27 PM,9:43,Green BLOCK (1 BLK),,MISS Whiteside 3' Layup,,
0041900145,28,4,0,1,9:27 PM,9:40,,,Whiteside REBOUND (Off:1 Def:0),,
0041900145,29,2,5,1,9:27 PM,9:40,,,MISS Whiteside 1' Layup,,
0041900145,30,4,0,1,9:27 PM,9:38,Green REBOUND (Off:0 Def:1),,,,
