GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN
0041900144,2,12,0,1,9:21 PM,12:00,,Start of 1st Period (9:21 PM EST),,,
0041900144,4,10,0,1,9:21 PM,12:00,Jump Ball Whiteside vs. McGee: Tip to Caldwell-Pope,,,,
0041900144,7,2,79,1,9:21 PM,11:44,,,MISS Caldwell-Pope 18' Pullup Jump Shot,,
0041900144,8,4,0,1,9:21 PM,11:39,Nurkic REBOUND (Off:0 Def:1),,,,
0041900144,9,2,79,1,9:21 PM,11:20,MISS McCollum 14' Pullup Jump Shot,,,,
0041900144,10,4,0,1,9:21 PM,11:17,,,James REBOUND (Off:0 Def:1),,
0041900144,11,2,52,1,9:22 PM,11:08,,,MISS McGee 1' Alley Oop Dunk,,
0041900144,12,4,0,1,9:22 PM,11:04,,,McGee REBOUND (Off:1 Def:0),,
0041900144,13,1,1,1,9:22 PM,10:55,,,Davis 20' Jump Shot (2 PTS) (James 1 AST),2 - 0,-2
0041900144,16,2,1,1,9:22 PM,10:28,MISS Anthony 26' 3PT Jump Shot,,,,
0041900144,17,4,0,1,9:23 PM,10:25,,,James REBOUND (Off:0 Def:2),,
0041900144,18,1,2,1,9:23 PM,10:21,,,Caldwell-Pope 3PT Running Jump Shot (3 PTS) (Davis 1 AST),5 - 0,-5
0041900144,20,2,6,1,9:23 PM,10:01,MISS McCollum 1' Driving Layup,,Davis BLOCK (1 BLK),,
0041900144,22,4,0,1,9:23 PM,9:59,,,McGee REBOUND (Off:1 Def:1),,
0041900144,23,6,2,1,9:23 PM,9:58,Anthony S.FOUL (P1.T1) (R.Mott),,,,
0041900144,25,3,11,1,9:24 PM,9:58,,,MISS James Free Throw 1 of 2,,
0041900144,26,4,1,1,9:24 PM,9:58,,,Lakers Rebound,,
0041900144,27,3,12,1,9:24 PM,9:58,,,James Free Throw 2 of 2 (1 PTS),6 - 0,-6
0041900144,29,7,5,1,9:24 PM,9:46,,,McGee Violation:Kicked Ball (D.Guthrie),,
0041900144,30,5,2,1,9:25 PM,9:34,Nurkic Lost Ball Turnover (P1.T1),,Davis STEAL (1 STL),,
0041900144,32,6,2,1,9:25 PM,9:31,McCollum S.FOUL (P1.T2) (D.Guthrie),,,,
0041900144,34,3,11,1,9:25 PM,9:31,,,Green Free Throw 1 of 2 (1 PTS),7 - 0,-7
0041900144,35,3,12,1,9:25 PM,9:31,,,MISS Green Free Throw 2 of 2,,
0041900144,36,4,0,1,9:25 PM,9:28,Whiteside REBOUND (Off:0 Def:1),,,,
0041900144,37,2,63,1,9:26 PM,9:14,MISS Anthony 17' Fadeaway Jumper,,,,
0041900144,38,4,0,1,9:26 PM,9:11,,,McGee REBOUND (Off:1 Def:2),,
0041900144,39,1,79,1,9:26 PM,9:07,,,James 28' 3PT Pullup Jump Shot (4 PTS),10 - 0,-10
0041900144,40,9,1,1,9:26 PM,9:06,TRAIL BLAZERS Timeout: Regular (Full 1 Short 0),,,,
0041900144,41,6,2,1,9:30 PM,8:52,,,Davis S.FOUL (P1.T1) (D.Guthrie),,
0041900144,43,3,11,1,9:30 PM,8:52,MISS Whiteside Free Throw 1 of 2,,,,
0041900144,44,4,1,1,9:30 PM,8:52,TRAIL BLAZERS Rebound,,,,
0041900144,45,3,12,1,9:30 PM,8:52,MISS Whiteside Free Throw 2 of 2,,,,
0041900144,46,4,0,1,9:30 PM,8:49,,,McGee REBOUND (Off:1 Def:3),,
0041900144,47,1,1,1,9:31 PM,8:31,,,Green 3PT Jump Shot (4 PTS) (Davis 2 AST),13 - 0,-13
0041900144,49,2,6,1,9:31 PM,8:16,MISS Lillard 1' Driving Layup,,Davis BLOCK (2 BLK),,
0041900144,51,4,0,1,9:31 PM,8:14,,,Davis REBOUND (Off:0 Def:1),,
0041900144,52,1,79,1,9:31 PM,8:01,,,Davis 20' Pullup Jump Shot (4 PTS) (James 2 AST),15 - 0,-15
0041900144,54,1,79,1,9:32 PM,7:44,McCollum 20' Pullup Jump Shot (2 PTS) (Lillard 1 AST),,,15 - 2,-13
0041900144,56,5,1,1,9:32 PM,7:29,Nurkic STEAL (1 STL),,Green Bad Pass Turnover (P1.T1),,
0041900144,58,1,76,1,9:32 PM,7:25,Nurkic 1' Running Finger Roll Layup (2 PTS),,,15 - 4,-11
0041900144,59,1,86,1,9:32 PM,7:10,,,Davis 17' Turnaround Fadeaway (6 PTS),17 - 4,-13
0041900144,62,6,2,1,9:32 PM,7:10,Whiteside S.FOUL (P1.T3) (B.Taylor),,,,
0041900144,64,8,0,1,9:32 PM,7:10,SUB: Trent Jr. FOR Whiteside,,,,
0041900144,66,3,10,1,9:33 PM,7:10,,,Davis Free Throw 1 of 1 (7 PTS),18 - 4,-14
0041900144,67,2,80,1,9:33 PM,6:51,MISS Lillard 11' Step Back Jump Shot,,,,
0041900144,68,4,0,1,9:33 PM,6:50,Nurkic REBOUND (Off:1 Def:1),,,,
0041900144,69,1,72,1,9:33 PM,6:50,Nurkic 1' Putback Layup (4 PTS),,,18 - 6,-12
0041900144,70,1,41,1,9:33 PM,6:43,,,McGee 4' Running Layup (2 PTS) (James 3 AST),20 - 6,-14
0041900144,72,2,1,1,9:34 PM,6:27,MISS Trent Jr. 3PT Jump Shot,,,,
0041900144,73,4,0,1,9:34 PM,6:25,,,Davis REBOUND (Off:0 Def:2),,
0041900144,74,2,102,1,9:34 PM,6:20,,,MISS Davis 3' Driving Floating Bank Jump Shot,,
0041900144,75,4,0,1,9:34 PM,6:18,Lillard REBOUND (Off:0 Def:1),,,,
0041900144,76,2,2,1,9:34 PM,6:12,MISS Anthony 26' 3PT Running Jump Shot,,,,
0041900144,77,4,0,1,9:34 PM,6:12,,,Caldwell-Pope REBOUND (Off:0 Def:1),,
0041900144,78,2,3,1,9:34 PM,5:57,,,MISS McGee 6' Hook Shot,,
0041900144,79,4,0,1,9:34 PM,5:56,McCollum REBOUND (Off:0 Def:1),,,,
0041900144,80,2,98,1,9:34 PM,5:46,MISS Anthony 1' Cutting Layup Shot,,,,
0041900144,81,4,0,1,9:34 PM,5:44,,,Davis REBOUND (Off:0 Def:3),,
0041900144,82,1,50,1,9:34 PM,5:41,,,James 2' Running Dunk (6 PTS) (Davis 3 AST),22 - 6,-16
0041900144,84,2,6,1,9:35 PM,5:22,MISS Trent Jr. 3' Driving Layup,,Green BLOCK (1 BLK),,
0041900144,86,4,0,1,9:35 PM,5:21,TRAIL BLAZERS Rebound,,,,
0041900144,88,8,0,1,9:35 PM,5:21,,,SUB: Kuzma FOR McGee,,
0041900144,89,8,0,1,9:35 PM,5:21,,,SUB: Caruso FOR James,,
0041900144,92,2,1,1,9:35 PM,5:14,MISS Nurkic 7' Jump Shot,,,,
0041900144,93,4,0,1,9:35 PM,5:11,Nurkic REBOUND (Off:2 Def:1),,,,
0041900144,94,1,87,1,9:35 PM,5:09,Nurkic 1' Putback Dunk (6 PTS),,,22 - 8,-14
