Year,Player,Pos,Age,Tm,G,GS,PTS,Minutes Played,PER,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS2
2017,Nicolas Brussino,SF,23,DAL,54,2,150,521,10.7,0.498,5.5,16.2,10.6,13.9,1.7,1.4,14.7,16,0,0.6,0.6,0.055,-1.7,0.7,-1,0.1,52,141,0.369,29,95,0.305,23,46,0.5,0.472,17,22,0.773,26,69,95,47,17,8,26,43,150
2017,Nicolas Laprovittola,PG,27,SAS,18,3,59,174,8.4,0.579,0.7,5.7,3.3,23,1.2,0.5,27.2,18.2,0,0.2,0.2,0.044,-2.5,-2.4,-4.9,-0.1,20,47,0.426,10,27,0.37,10,20,0.5,0.532,9,9,1,1,9,10,28,4,1,19,19,59
2017,Nik Stauskas,SG,23,PHI,80,27,756,2188,9,0.54,1.1,10.3,5.7,12.9,1,1.2,15.5,16.4,0.1,1.4,1.4,0.031,-1.7,-0.7,-2.4,-0.2,251,634,0.396,132,359,0.368,119,275,0.433,0.5,122,150,0.813,21,205,226,188,45,32,128,144,756
2017,Nikola Jokic,C,21,DEN,73,59,1221,2038,26.4,0.64,11.6,27.2,19.5,28.8,1.5,2.1,15.2,23.5,7.7,2,9.7,0.229,6.2,2.2,8.3,5.3,494,854,0.578,45,139,0.324,449,715,0.628,0.605,188,228,0.825,212,506,718,359,61,56,171,214,1221
2017,Nikola Mirotic,PF,25,CHI,70,15,744,1679,14.5,0.546,3.9,20.9,12.3,6.9,1.6,2.7,10.4,19.8,1.3,2.5,3.8,0.108,0,0.5,0.4,1,258,625,0.413,129,377,0.342,129,248,0.52,0.516,99,128,0.773,61,323,384,75,53,56,79,128,744
2017,Nikola Vucevic,C,26,ORL,75,55,1096,2163,19.1,0.498,8.6,31.2,19.6,16.9,1.8,2.8,9.6,24.8,0.8,3.2,4,0.088,-1.3,2.4,1.1,1.7,483,1031,0.468,23,75,0.307,460,956,0.481,0.48,107,160,0.669,176,603,779,208,77,74,117,180,1096
2017,Noah Vonleh,PF,21,POR,74,41,327,1265,10.8,0.525,11.4,22.5,17,3.4,1.2,1.7,17.1,13.1,0.6,1.2,1.8,0.069,-3.5,-0.3,-3.9,-0.6,130,270,0.481,7,20,0.35,123,250,0.492,0.494,60,94,0.638,131,256,387,31,30,27,64,154,327
2017,Norman Powell,SG,23,TOR,76,18,636,1368,14,0.552,2.2,11.7,6.9,9.3,1.9,0.9,10.8,21.1,1.4,1.4,2.8,0.097,-0.4,-1.2,-1.5,0.2,227,506,0.449,56,173,0.324,171,333,0.514,0.504,126,159,0.792,26,142,168,82,51,14,70,127,636
2017,Norris Cole,PG,28,OKC,13,0,43,125,5.4,0.381,0,9.8,4.9,16.3,3.1,0,11,21.5,-0.2,0.2,-0.1,-0.033,-6.5,-1.7,-8.2,-0.2,16,52,0.308,3,13,0.231,13,39,0.333,0.337,8,10,0.8,0,11,11,14,8,0,7,18,43
2017,Okaro White,PF,24,MIA,35,0,98,471,7.5,0.507,5.8,13.5,9.6,6,1.1,1.7,15.7,10.8,0.1,0.5,0.6,0.066,-3.1,0.9,-2.1,0,33,87,0.379,12,34,0.353,21,53,0.396,0.448,20,22,0.909,25,57,82,21,10,10,18,52,98
2017,Omer Asik,C,30,NOP,31,19,85,482,9.8,0.517,10.4,25.3,17.8,4.2,0.5,1.7,14.6,8.8,0.4,0.6,1,0.1,-4.3,1.2,-3.1,-0.1,31,65,0.477,0,0,0,31,65,0.477,0.477,23,39,0.59,48,115,163,15,5,10,14,51,85
2017,Omri Casspi,SF,28,TOT,36,2,186,643,9.9,0.523,4.9,15.2,10.1,8.6,1.8,0.4,14,14.5,0.1,0.4,0.5,0.037,-2.5,-0.6,-3,-0.2,77,165,0.467,15,43,0.349,62,122,0.508,0.512,17,29,0.586,27,85,112,37,23,3,29,50,186
2017,Omri Casspi,SF,28,SAC,22,2,129,397,11.4,0.511,5.9,20.1,13.1,10.1,1.3,0.2,11.9,16.3,0.1,0.3,0.4,0.043,-2.5,-0.9,-3.4,-0.1,53,117,0.453,11,29,0.379,42,88,0.477,0.5,12,21,0.571,20,70,90,26,10,1,17,23,129
2017,Omri Casspi,SF,28,MIN,13,0,45,222,7.3,0.529,3.1,7.5,5.3,6.8,3,0.8,19,10.5,0,0.2,0.1,0.027,-2.4,0.6,-1.8,0,19,39,0.487,2,10,0.2,17,29,0.586,0.513,5,8,0.625,6,14,20,11,13,2,10,24,45
2017,Omri Casspi,SF,28,NOP,1,0,12,24,10,0.667,4.4,4.4,4.4,0,0,0,18.2,20.3,0,0,0,0.015,-2.5,-5.6,-8.1,0,5,9,0.556,2,4,0.5,3,5,0.6,0.667,0,0,0,1,1,2,0,0,0,2,3,12
2017,Otto Porter,SF,23,WAS,80,80,1075,2605,17.3,0.628,5.1,17.1,11.1,6.7,2.2,1.3,4.8,15.1,6.5,2.9,9.4,0.173,3,0.9,3.9,3.9,414,803,0.516,148,341,0.434,266,462,0.576,0.608,99,119,0.832,118,397,515,121,116,41,43,193,1075
2017,P.J. Tucker,SF,31,TOT,81,21,540,2236,10.5,0.516,5.6,17.8,11.6,6,2.5,0.7,11.2,11.2,1.4,2.2,3.6,0.078,-0.7,1.6,0.9,1.6,199,482,0.413,70,196,0.357,129,286,0.451,0.485,72,93,0.774,117,355,472,99,116,19,66,196,540
2017,P.J. Tucker,SF,31,PHO,57,17,401,1627,10.6,0.517,6.1,17.1,11.5,6.1,2.5,0.7,11.8,11.3,1,1.3,2.4,0.07,-0.6,1.5,0.8,1.2,147,354,0.415,46,136,0.338,101,218,0.463,0.48,61,77,0.792,94,249,343,73,85,14,52,143,401
2017,P.J. Tucker,SF,31,TOR,24,4,139,609,10.4,0.515,4.3,19.6,12,5.9,2.6,0.7,9.4,10.9,0.4,0.9,1.3,0.099,-0.7,1.9,1.1,0.5,52,128,0.406,24,60,0.4,28,68,0.412,0.5,11,16,0.688,23,106,129,26,31,5,14,53,139
2017,Pascal Siakam,PF,22,TOR,55,38,229,859,11.5,0.523,8.4,15.9,12.2,2.9,1.5,4.5,13.1,13.1,0.4,1.2,1.6,0.089,-3,1.8,-1.1,0.2,103,205,0.502,1,7,0.143,102,198,0.515,0.505,22,32,0.688,64,121,185,17,26,45,33,109,229
2017,Pat Connaughton,SG,24,POR,39,1,98,316,11.8,0.645,3.5,14.8,9.1,12.7,0.9,0.5,18.3,13,0.4,0.2,0.6,0.09,-0.9,-1.6,-2.5,0,37,72,0.514,17,33,0.515,20,39,0.513,0.632,7,9,0.778,10,42,52,28,6,2,17,23,98
2017,Patricio Garino,SG,23,ORL,5,0,0,43,-9.2,0,2.5,15.6,8.9,0,0,0,30,10.2,-0.2,0,-0.2,-0.25,-14.1,-3.3,-17.3,-0.2,0,7,0,0,5,0,0,2,0,0,0,0,0,1,6,7,0,0,0,3,4,0
2017,Patrick Beverley,SG,28,HOU,67,67,639,2058,13,0.546,5,15.9,10.4,18.8,2.3,1,14.6,14.1,2.9,2.4,5.3,0.124,0.8,1.5,2.3,2.2,228,543,0.42,110,288,0.382,118,255,0.463,0.521,73,95,0.768,95,299,394,281,99,25,100,222,639
2017,Patrick McCaw,SG,21,GSW,71,20,282,1074,8.6,0.54,2.4,7.6,5.2,9,1.4,1.1,12.1,11.9,0.6,1.2,1.7,0.077,-1.6,-0.1,-1.7,0.1,106,245,0.433,41,123,0.333,65,122,0.533,0.516,29,37,0.784,22,79,101,77,32,15,36,62,282
2017,Patrick Patterson,PF,27,TOR,65,8,445,1599,10.8,0.542,4.4,16.2,10.3,6.6,1.3,1.2,8.5,12.5,1.7,1.6,3.3,0.1,0.5,0.4,0.9,1.2,154,384,0.401,94,253,0.372,60,131,0.458,0.523,43,60,0.717,62,229,291,76,40,23,38,120,445
2017,Patty Mills,PG,28,SAS,80,8,759,1754,15.2,0.577,1.6,7.4,4.6,24.3,1.9,0.1,13.3,19.5,2.8,2.2,5.1,0.139,2.5,-1.2,1.3,1.5,273,622,0.439,147,356,0.413,126,266,0.474,0.557,66,80,0.825,24,118,142,280,65,3,101,109,759
2017,Pau Gasol,C,36,SAS,64,39,792,1627,20.2,0.578,7.6,26.8,17.4,14.7,0.8,3.5,10.6,21.3,3.3,3.1,6.4,0.189,0.9,2.8,3.7,2.4,303,604,0.502,56,104,0.538,247,500,0.494,0.548,130,184,0.707,107,394,501,150,24,70,81,110,792
2017,Paul George,SF,26,IND,75,75,1775,2689,20.2,0.586,2.5,17.9,10.3,16.1,2.2,0.9,12.6,28.9,4,3.1,7.1,0.127,3.1,-0.3,2.8,3.2,622,1349,0.461,195,496,0.393,427,853,0.501,0.533,336,374,0.898,58,434,492,251,117,27,218,206,1775
2017,Paul Millsap,PF,31,ATL,69,67,1246,2343,17.8,0.542,5.3,19.5,12.5,17.9,1.9,2.3,12.1,24.4,2.6,3.8,6.4,0.132,0.5,2.1,2.7,2.7,430,972,0.442,75,241,0.311,355,731,0.486,0.481,311,405,0.768,111,422,533,252,90,62,158,186,1246
2017,Paul Pierce,SF,39,LAC,25,7,81,277,5.7,0.535,0.4,18.5,9.7,5,0.7,1.5,17.4,14.8,-0.2,0.3,0.1,0.015,-3.9,-0.5,-4.4,-0.2,28,70,0.4,15,43,0.349,13,27,0.481,0.507,10,13,0.769,1,47,48,10,4,5,16,40,81
2017,Paul Zipser,SF,22,CHI,44,18,240,843,6.9,0.503,1.9,14.2,8,6.1,0.9,1.5,14.4,14.4,-0.3,0.8,0.5,0.03,-3.6,-0.1,-3.7,-0.4,88,221,0.398,33,99,0.333,55,122,0.451,0.473,31,40,0.775,15,110,125,36,15,16,40,78,240
2017,Pierre Jackson,PG,25,DAL,8,1,35,84,13,0.416,1.3,11.6,6.2,38,1.2,0,6.7,25.3,0,0.1,0,0.021,-1.7,-2.8,-4.4,-0.1,13,39,0.333,3,11,0.273,10,28,0.357,0.372,6,7,0.857,1,8,9,19,2,0,3,5,35
2017,Quincy Acy,PF,26,TOT,38,1,222,558,11.8,0.565,3.9,18,11,4.9,1.2,2,9.7,16.8,0.5,0.5,0.9,0.082,-1.8,-1.2,-3,-0.1,70,170,0.412,37,90,0.411,33,80,0.413,0.521,45,60,0.75,20,95,115,18,14,15,21,67,222
2017,Quincy Acy,PF,26,BRK,32,1,209,510,13.1,0.587,3.8,18.2,11.1,5.4,1.3,2.2,9.6,16.5,0.6,0.5,1.1,0.102,-1.1,-0.7,-1.8,0,65,153,0.425,36,83,0.434,29,70,0.414,0.542,43,57,0.754,18,89,107,18,14,15,19,58,209
2017,Quincy Acy,PF,26,DAL,6,0,13,48,-1.4,0.355,4.6,15.2,9.7,0,0,0,9.8,20,-0.2,0,-0.1,-0.133,-10.1,-6,-16.2,-0.2,5,17,0.294,1,7,0.143,4,10,0.4,0.324,2,3,0.667,2,6,8,0,0,0,2,9,13
2017,Quinn Cook,PG,23,TOT,14,0,79,188,11.8,0.579,0.6,3.6,2,22.8,1.1,0,16,19.6,0.1,0.1,0.2,0.047,-1.7,-4.2,-5.9,-0.2,33,66,0.5,11,26,0.423,22,40,0.55,0.583,2,5,0.4,1,6,7,26,4,0,13,13,79
2017,Quinn Cook,PG,23,NOP,9,0,52,111,15.3,0.614,0.9,2.9,1.9,20.7,1.3,0,10.6,18.9,0.2,0.1,0.3,0.11,0,-4,-4,-0.1,22,41,0.537,6,12,0.5,16,29,0.552,0.61,2,3,0.667,1,3,4,14,3,0,5,7,52
2017,Quinn Cook,PG,23,DAL,5,0,27,77,6.9,0.522,0,4.8,2.3,25.7,0.7,0,23.6,20.7,-0.1,0,-0.1,-0.046,-4.2,-4.5,-8.7,-0.1,11,25,0.44,5,14,0.357,6,11,0.545,0.54,0,2,0,0,3,3,12,1,0,8,6,27
2017,R.J. Hunter,SG,23,CHI,3,0,0,9,-3.2,0,0,12.1,6,0,0,0,0,4.8,0,0,0,-0.088,-9.4,-2.1,-11.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2017,Rajon Rondo,PG,30,CHI,69,42,538,1843,13.6,0.461,4.2,16.6,10.4,37,2.7,0.5,22.4,17.8,-0.3,2.7,2.3,0.061,-1.3,1.6,0.3,1.1,229,561,0.408,50,133,0.376,179,428,0.418,0.453,30,50,0.6,73,282,355,461,99,11,168,144,538
2017,Rakeem Christmas,PF,25,IND,29,0,59,219,10.4,0.529,13.5,15.2,14.4,2.5,0.7,2.4,12.5,13.1,0.3,0.2,0.5,0.099,-3,-1.2,-4.3,-0.1,19,43,0.442,0,0,0,19,43,0.442,0.442,21,29,0.724,26,30,56,4,3,6,8,37,59
2017,Ramon Sessions,PG,30,CHO,50,1,312,811,12.3,0.495,1.5,8.5,4.9,24.2,1.6,0.3,12.7,20.1,0.3,0.6,0.9,0.054,-2.4,-2.3,-4.8,-0.6,100,263,0.38,21,62,0.339,79,201,0.393,0.42,91,118,0.771,11,62,73,129,26,3,46,43,312
2017,Randy Foye,SG,33,BRK,69,40,357,1284,7.3,0.506,0.8,11.9,6.4,15.2,1.3,0.5,18.5,14.4,-0.6,0.7,0.2,0.006,-3,-1,-3.9,-0.6,118,325,0.363,67,203,0.33,51,122,0.418,0.466,54,63,0.857,9,146,155,135,35,9,80,99,357
2017,Rashad Vaughn,SG,20,MIL,41,2,142,458,7.8,0.449,1,11.3,6.2,7.4,2.1,1.9,8.1,17.2,-0.5,0.4,0,-0.005,-3.7,-1.2,-4.9,-0.3,57,156,0.365,26,81,0.321,31,75,0.413,0.449,2,5,0.4,4,45,49,23,19,10,14,32,142
2017,Raul Neto,PG,24,UTA,40,0,100,346,10.7,0.527,1.4,8.4,5,15.1,3.2,1.2,13.6,14.8,0.2,0.6,0.7,0.1,-1.7,1.4,-0.3,0.1,41,91,0.451,10,31,0.323,31,60,0.517,0.505,8,9,0.889,4,26,30,34,21,5,15,48,100
2017,Raymond Felton,PG,32,LAC,80,11,538,1700,10.9,0.496,2.2,11.8,7.1,16.3,2,1.1,13.3,16.5,0.2,1.8,2,0.055,-1.8,0.9,-0.9,0.5,221,514,0.43,46,144,0.319,175,370,0.473,0.475,50,64,0.781,33,184,217,191,67,22,83,125,538
2017,Reggie Bullock,SF,25,DET,31,5,141,467,11.7,0.538,2.9,12.4,7.5,8.8,1.9,0.5,7.1,13.4,0.4,0.5,1,0.101,-0.4,0.5,0.1,0.2,54,128,0.422,28,73,0.384,26,55,0.473,0.531,5,7,0.714,13,51,64,29,18,3,10,22,141
2017,Reggie Jackson,PG,26,DET,52,50,752,1424,14.9,0.51,1.6,7.3,4.3,30.3,1.2,0.3,13.4,26.4,0.8,1.2,1.9,0.065,0.6,-2.1,-1.4,0.2,284,677,0.419,66,184,0.359,218,493,0.442,0.468,118,136,0.868,21,92,113,270,35,5,114,129,752
2017,Reggie Williams,SF,30,NOP,6,0,27,79,11.7,0.518,2.7,5.4,4,7.2,1.9,0,0,14.6,0.1,0.1,0.2,0.098,-0.8,-1.6,-2.4,0,8,23,0.348,5,11,0.455,3,12,0.25,0.457,6,7,0.857,2,4,6,4,3,0,0,2,27
2017,Richard Jefferson,SF,36,CLE,79,13,448,1614,8.2,0.574,2,11.5,6.9,6.6,0.8,0.5,11.8,12.2,1.3,0.8,2.1,0.063,-1.3,-1,-2.4,-0.1,153,343,0.446,62,186,0.333,91,157,0.58,0.536,80,108,0.741,28,174,202,78,26,10,52,153,448
2017,Richaun Holmes,C,23,PHI,57,17,559,1193,18.6,0.611,8.7,20.1,14.4,8.3,1.7,3.7,10.7,18.6,2.2,1.6,3.7,0.151,0.2,1.5,1.7,1.1,230,412,0.558,27,77,0.351,203,335,0.606,0.591,72,103,0.699,94,217,311,58,42,55,55,136,559
2017,Ricky Rubio,PG,26,MIN,75,75,836,2469,16.8,0.539,3.2,11.4,7.2,38.9,2.6,0.3,20.1,17.4,4.5,1.7,6.1,0.119,1.7,-1,0.8,1.7,261,650,0.402,60,196,0.306,201,454,0.443,0.448,254,285,0.891,68,237,305,682,128,10,195,202,836
2017,Robert Covington,SF,26,PHI,67,67,864,2119,13.2,0.534,4.8,17.9,11.3,7.5,2.9,2.6,13.9,19.2,0,3.2,3.1,0.071,-0.7,2,1.4,1.8,292,732,0.399,137,412,0.333,155,320,0.484,0.492,143,174,0.822,92,344,436,102,127,69,131,203,864
2017,Robin Lopez,C,28,CHI,81,81,839,2271,14.4,0.511,11.4,13.2,12.3,5.6,0.4,4.1,9.9,17.5,1.8,2.4,4.3,0.09,-1.9,1,-0.9,0.6,382,775,0.493,0,2,0,382,773,0.494,0.493,75,104,0.721,243,276,519,80,18,117,90,151,839
2017,Rodney Hood,SG,24,UTA,59,55,748,1593,12.4,0.522,1.2,13.1,7.3,10.1,1.3,0.6,8.3,22.9,0.7,1.9,2.6,0.078,-0.3,-0.9,-1.2,0.3,272,666,0.408,114,307,0.371,158,359,0.44,0.494,90,115,0.783,16,186,202,96,38,11,65,132,748
2017,Rodney McGruder,SG,25,MIA,78,65,497,1966,9.1,0.506,5.3,9.2,7.2,8.8,1.2,0.7,10.2,12.3,1.2,1.7,2.9,0.072,-0.8,0.5,-0.4,0.8,190,460,0.413,73,220,0.332,117,240,0.488,0.492,44,71,0.62,95,162,257,124,45,18,56,140,497
2017,Rodney Stuckey,PG,30,IND,39,0,281,696,9.5,0.483,1,12.4,6.8,17.7,1.2,0,15.4,22.2,-0.5,0.4,-0.1,-0.006,-3.8,-2.2,-6,-0.7,91,244,0.373,19,60,0.317,72,184,0.391,0.412,80,107,0.748,6,78,84,84,16,0,53,44,281
2017,Ron Baker,SG,23,NYK,52,13,215,857,7.5,0.456,1.5,10.8,6.2,17.3,2,0.8,19.2,14.8,-0.6,0.5,-0.1,-0.008,-3.5,-0.9,-4.4,-0.5,82,217,0.378,23,86,0.267,59,131,0.45,0.431,28,43,0.651,12,86,98,107,34,8,56,74,215
2017,Rondae Hollis-Jefferson,SF,22,BRK,78,50,675,1761,13.7,0.517,5.8,21.1,13.6,13.4,2.2,1.9,15.1,18.7,0.4,2.2,2.6,0.07,-2.9,1.9,-1,0.4,235,542,0.434,15,67,0.224,220,475,0.463,0.447,190,253,0.751,96,356,452,154,82,44,116,177,675
2017,Ronnie Price,PG,33,PHO,14,0,14,134,5.9,0.272,2.4,6.7,4.5,16.9,3.9,0.6,10.4,9,-0.1,0.1,0,0.002,-3.2,0.8,-2.4,0,4,24,0.167,3,17,0.176,1,7,0.143,0.229,3,4,0.75,3,8,11,18,11,1,3,14,14
2017,Roy Hibbert,C,30,TOT,48,13,221,682,13.6,0.614,8.7,16.2,12.4,4.6,0.6,5.9,15.1,14,1,0.8,1.8,0.13,-2.9,1.9,-1.1,0.2,80,147,0.544,0,0,0,80,147,0.544,0.544,61,75,0.813,54,100,154,21,8,46,32,100,221
2017,Roy Hibbert,C,30,CHO,42,13,217,671,13.5,0.613,8.6,16.3,12.5,4.5,0.6,5.8,14.9,14,1,0.8,1.8,0.13,-2.9,1.8,-1.1,0.1,78,144,0.542,0,0,0,78,144,0.542,0.542,61,75,0.813,53,99,152,20,8,44,31,97,217
2017,Roy Hibbert,C,30,DEN,6,0,4,11,16.3,0.667,10.1,10,10,13.5,0,14.1,25,15.5,0,0,0,0.118,-1.9,5.1,3.2,0,2,3,0.667,0,0,0,2,3,0.667,0.667,0,0,0,1,1,2,1,0,2,1,3,4
2017,Rudy Gay,SF,30,SAC,30,30,562,1013,17.9,0.559,4,17.5,10.8,13.9,2.2,2.3,12.8,25.8,0.8,1,1.8,0.086,0.3,0.4,0.7,0.7,201,442,0.455,42,113,0.372,159,329,0.483,0.502,118,138,0.855,35,155,190,82,44,26,74,79,562
2017,Rudy Gobert,C,24,UTA,81,81,1137,2744,23.3,0.682,13.6,29.5,21.8,5.7,0.9,6.4,15.1,16.7,8.3,6,14.3,0.25,1.4,4.5,5.8,5.4,413,624,0.662,0,1,0,413,623,0.663,0.662,311,476,0.653,314,721,1035,97,49,214,148,246,1137
2017,Russell Westbrook,PG,28,OKC,81,81,2558,2802,30.6,0.554,5.4,28.8,17.1,57.3,2.3,0.9,15.9,41.7,8.5,4.6,13.1,0.224,10.9,4.7,15.6,12.4,824,1941,0.425,200,583,0.343,624,1358,0.459,0.476,710,840,0.845,137,727,864,840,133,31,438,190,2558
2017,Ryan Anderson,PF,28,HOU,72,72,979,2116,13.5,0.583,5.8,11.2,8.5,4.7,0.7,0.5,6.2,17.9,4,1.1,5.2,0.118,1.8,-2.6,-0.8,0.6,323,773,0.418,204,506,0.403,119,267,0.446,0.55,129,150,0.86,112,218,330,68,32,14,55,142,979
2017,Ryan Kelly,PF,25,ATL,16,0,25,110,7.8,0.408,1,16.7,9,10.2,1.8,3.9,11.5,13.7,-0.1,0.2,0.1,0.029,-6.2,2.3,-3.9,-0.1,8,28,0.286,4,10,0.4,4,18,0.222,0.357,5,6,0.833,1,17,18,8,4,5,4,5,25
2017,Salah Mejri,C,30,DAL,73,11,213,905,14.8,0.65,11.9,28.4,19.8,2.4,1.8,6.1,19.6,10.6,1.3,1.7,3,0.159,-3.6,3.8,0.2,0.5,88,137,0.642,1,3,0.333,87,134,0.649,0.646,36,61,0.59,97,211,308,14,32,61,40,152,213
2017,Sam Dekker,SF,22,HOU,77,2,504,1419,13,0.549,7.2,14.6,10.9,7.7,1.3,1.2,8.2,14.9,1.9,1.2,3.1,0.105,-0.4,-0.6,-1.1,0.3,203,429,0.473,60,187,0.321,143,242,0.591,0.543,38,68,0.559,94,190,284,76,38,21,41,83,504
2017,Sasha Vujacic,SG,32,NYK,42,4,124,408,8.6,0.423,3.2,12.4,7.8,17.9,1.6,0.4,9.8,17.3,-0.1,0.2,0.1,0.014,-2.1,-2.2,-4.3,-0.2,42,136,0.309,23,74,0.311,19,62,0.306,0.393,17,24,0.708,12,47,59,52,13,2,16,38,124
2017,Sean Kilpatrick,SG,27,BRK,70,24,919,1754,13.1,0.546,1.3,15.4,8.4,14.6,1.2,0.3,13.9,23.9,0.3,1.1,1.4,0.039,-1.2,-1.8,-3,-0.4,305,735,0.415,105,308,0.341,200,427,0.468,0.486,204,242,0.843,22,258,280,157,46,6,136,118,919
2017,Semaj Christon,PG,24,OKC,64,1,183,973,5.7,0.387,2.2,7.9,5,18.1,1.4,0.5,15.4,12.2,-0.7,0.8,0.1,0.006,-5,-1.3,-6.3,-1.1,77,223,0.345,12,63,0.19,65,160,0.406,0.372,17,31,0.548,19,69,88,130,28,6,43,79,183
2017,Serge Ibaka,PF,27,TOT,79,79,1173,2422,16.4,0.566,5.7,19,12.2,5.2,0.8,4.2,9.2,20.9,2.5,2.6,5.1,0.101,-0.5,0.1,-0.4,1,471,982,0.48,124,317,0.391,347,665,0.522,0.543,107,125,0.856,129,409,538,75,41,124,105,215,1173
2017,Serge Ibaka,PF,27,ORL,56,56,846,1710,17.5,0.569,6.2,18.5,12.2,5.9,1,4.3,8.2,20.8,2.1,1.7,3.8,0.108,-0.1,0.4,0.3,1,343,703,0.488,83,214,0.388,260,489,0.532,0.547,77,91,0.846,100,282,382,60,34,91,66,139,846
2017,Serge Ibaka,PF,27,TOR,23,23,327,712,13.8,0.556,4.6,20.1,12.4,3.3,0.5,4,11.7,20.9,0.4,0.8,1.3,0.085,-1.5,-0.5,-2.1,0,128,279,0.459,41,103,0.398,87,176,0.494,0.532,30,34,0.882,29,127,156,15,7,33,39,76,327
2017,Sergio Rodriguez,PG,30,PHI,68,30,530,1518,11,0.484,1.5,9.9,5.7,35.4,1.5,0.2,18.9,19.3,-0.3,1,0.7,0.022,-1.6,-2.4,-4,-0.7,210,536,0.392,92,252,0.365,118,284,0.415,0.478,18,27,0.667,21,136,157,344,48,4,128,95,530
2017,Seth Curry,PG,26,DAL,70,42,898,2029,15.5,0.601,1.4,9.2,5.1,15.9,2,0.3,11,19.5,2.9,1.7,4.6,0.109,1.8,-0.4,1.4,1.7,338,703,0.481,137,322,0.425,201,381,0.528,0.578,85,100,0.85,25,153,178,188,79,7,92,126,898
2017,Shabazz Muhammad,SF,24,MIN,78,1,772,1516,14.9,0.566,6.4,10.6,8.5,3.7,0.7,0.3,7.6,21.5,2.5,0.2,2.7,0.086,-0.2,-4.3,-4.4,-0.9,288,598,0.482,49,146,0.336,239,452,0.529,0.523,147,190,0.774,84,136,220,35,22,6,56,86,772
2017,Shabazz Napier,PG,25,POR,53,2,218,512,13.6,0.533,1.7,11.5,6.6,19.5,3.1,0.3,16.7,21.2,0.1,0.5,0.6,0.06,-0.9,-1.3,-2.2,0,73,183,0.399,34,92,0.37,39,91,0.429,0.492,38,49,0.776,8,53,61,67,32,2,41,38,218
2017,Shaun Livingston,PG,31,GSW,76,3,389,1345,10.1,0.568,2.4,9.4,6.2,13.5,1.4,1.2,15.1,12.9,1.1,1.6,2.6,0.094,-2.5,0.5,-2,0,173,316,0.547,1,3,0.333,172,313,0.55,0.549,42,60,0.7,28,123,151,139,38,20,61,120,389
2017,Shawn Long,C,24,PHI,18,0,148,234,24.1,0.595,19.3,20.8,20,10.7,1.9,3.1,9.5,25.4,0.6,0.3,0.9,0.195,3.4,0,3.4,0.3,61,109,0.56,7,19,0.368,54,90,0.6,0.592,19,35,0.543,41,44,85,13,9,9,13,49,148
2017,Sheldon McClellan,SG,24,WAS,30,3,90,287,10.1,0.518,1.6,11.7,6.7,7,1.4,0.6,5.4,14,0.3,0.2,0.5,0.076,-2.1,-1.5,-3.6,-0.1,30,75,0.4,7,30,0.233,23,45,0.511,0.447,23,27,0.852,4,30,34,15,8,2,5,17,90
2017,Shelvin Mack,PG,26,UTA,55,9,430,1205,10.9,0.518,2,10.1,6.1,20.4,1.8,0.2,17.8,19.6,-0.1,1.5,1.4,0.054,-1.7,-0.1,-1.8,0.1,170,381,0.446,37,120,0.308,133,261,0.51,0.495,53,77,0.688,20,108,128,154,42,3,90,100,430
2017,Skal Labissiere,PF,20,SAC,33,12,289,612,16.8,0.577,9.7,20.7,15.3,7.5,1.3,1.9,12.9,21.3,0.7,0.5,1.3,0.099,-1.7,-0.9,-2.6,-0.1,117,218,0.537,3,8,0.375,114,210,0.543,0.544,52,74,0.703,51,111,162,27,16,13,37,64,289
2017,Solomon Hill,SF,25,NOP,80,71,563,2374,8,0.528,2.3,11.4,6.8,8.1,1.5,1.1,13.3,11.5,0.4,2.3,2.7,0.055,-1.8,1.5,-0.3,1,183,477,0.384,94,270,0.348,89,207,0.43,0.482,103,128,0.805,51,256,307,141,71,32,82,182,563
2017,Spencer Dinwiddie,PG,23,BRK,59,18,432,1334,12.7,0.581,2.2,10.7,6.5,20.3,1.6,1.3,15.1,14.1,1.9,0.9,2.8,0.101,-0.7,-0.2,-0.9,0.4,134,302,0.444,38,101,0.376,96,201,0.478,0.507,126,159,0.792,27,137,164,185,44,23,66,119,432
2017,Spencer Hawes,PF,28,TOT,54,1,337,797,15.6,0.562,5.3,21.5,13.4,16.5,0.9,3.3,14,19.8,0.7,1,1.7,0.102,-1.2,0.8,-0.5,0.3,134,277,0.484,25,81,0.309,109,196,0.556,0.529,44,52,0.846,38,153,191,81,15,30,49,77,337
2017,Spencer Hawes,PF,28,CHO,35,1,254,626,14.8,0.545,5.6,20.2,12.8,16.1,1,3.6,14.7,19.6,0.3,0.8,1.1,0.086,-1.8,1.2,-0.6,0.2,104,218,0.477,16,55,0.291,88,163,0.54,0.514,30,34,0.882,32,114,146,62,13,26,40,61,254
