season_id_x,bbref_player_id_x,player,pos_x,age_x,team_abbreviation_x,gp_x,gs,min_x,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,2p,2pa,2p%,efg%,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,season_id_y,bbref_player_id_y,pos_y,age_y,team_abbreviation_y,gp_y,min_y,per,ts%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%, ,ows,dws,ws,ws/48, ,obpm,dbpm,bpm,vorp
2019-20,bacondw01,Dwayne Bacon,SG,24,CHO,39,11,17.6,2.2,6.3,.348,0.5,1.7,.284,1.7,4.5,.373,.387,0.9,1.4,.660,0.4,2.2,2.6,1.3,0.6,0.1,0.9,1.3,5.7,2019-20,bacondw01,SG,24,CHO,39,687,6.1,.419,.275,.217,2.3,14.0,7.9,11.7,1.7,0.3,12.2,19.5,,-1.2,0.4,-0.8,-0.053,,-5.9,-0.9,-6.8,-0.8
2019-20,baglema01,Marvin Bagley III,C,20,SAC,13,6,25.7,6.0,12.8,.467,0.3,1.7,.182,5.7,11.2,.510,.479,1.9,2.4,.806,2.2,5.2,7.5,0.8,0.5,0.9,1.4,3.3,14.2,2019-20,baglema01,C,20,SAC,13,334,15.6,.512,.132,.186,9.5,23.5,16.3,4.9,0.9,3.4,9.1,25.8,,0.0,0.3,0.4,.051,,-2.2,-1.3,-3.5,-0.1
2019-20,balllo01,Lonzo Ball,PG,22,NOP,63,54,32.1,4.4,10.9,.403,2.3,6.3,.375,2.0,4.6,.442,.511,0.7,1.2,.566,1.1,5.0,6.1,7.0,1.4,0.6,3.1,2.0,11.8,2019-20,balllo01,PG,22,NOP,63,2025,13.1,.517,.575,.111,3.7,16.4,10.0,29.1,2.0,1.6,21.1,18.5,,0.4,2.0,2.4,.058,,0.1,0.6,0.6,1.3
2019-20,bambamo01,Mo Bamba,C,21,ORL,62,0,14.2,2.1,4.6,.462,0.6,1.7,.346,1.5,2.9,.531,.526,0.5,0.7,.674,1.6,3.3,4.9,0.7,0.4,1.4,0.7,1.9,5.4,2019-20,bambamo01,C,21,ORL,62,878,17.5,.542,.374,.161,11.9,25.6,18.5,7.2,1.3,8.8,12.1,17.1,,0.8,1.7,2.5,.135,,-1.2,1.6,0.4,0.5
2019-20,bareajo01,J.J. Barea,PG,35,DAL,29,6,15.5,2.9,7.1,.411,1.1,2.9,.376,1.8,4.2,.434,.488,0.7,0.8,.909,0.3,1.5,1.8,3.9,0.2,0.1,1.3,0.9,7.7,2019-20,bareajo01,PG,35,DAL,29,450,14.6,.512,.411,.106,2.4,9.9,6.2,37.1,0.5,0.4,14.9,24.2,,0.5,0.2,0.7,.072,,1.6,-3.0,-1.4,0.1
2019-20,barneha02,Harrison Barnes,PF,27,SAC,72,72,34.5,5.1,11.0,.460,1.4,3.7,.381,3.7,7.3,.501,.525,3.0,3.7,.801,1.1,3.9,4.9,2.2,0.6,0.2,1.2,1.3,14.5,2019-20,barneha02,PF,27,SAC,72,2482,13.3,.574,.338,.337,3.4,12.9,8.1,9.2,0.8,0.5,8.8,17.4,,3.4,1.1,4.6,.088,,0.0,-1.3,-1.3,0.5
2019-20,barrerj01,RJ Barrett,SG,19,NYK,56,55,30.4,5.2,13.0,.402,1.1,3.5,.320,4.1,9.5,.432,.445,2.8,4.5,.614,0.9,4.1,5.0,2.6,1.0,0.3,2.2,2.2,14.3,2019-20,barrerj01,SG,19,NYK,56,1704,10.7,.479,.271,.349,3.0,14.8,8.7,12.8,1.6,0.9,12.9,24.0,,-1.6,1.1,-0.5,-0.015,,-2.9,-1.5,-4.3,-1.0
2019-20,bartowi01,Will Barton,SF,29,DEN,58,58,33.0,5.7,12.7,.450,1.9,5.0,.375,3.9,7.8,.498,.523,1.8,2.3,.767,1.3,5.0,6.3,3.7,1.1,0.5,1.5,2.1,15.1,2019-20,bartowi01,SF,29,DEN,58,1916,15.6,.549,.390,.180,4.5,16.9,10.7,16.0,1.6,1.4,9.9,20.1,,2.4,1.8,4.2,.106,,1.2,-0.2,1.1,1.5
2019-20,bateske01,Keita Bates-Diop,PF-SF,24,TOT,44,0,16.9,2.3,5.3,.427,0.8,2.3,.330,1.5,3.0,.504,.500,1.2,1.7,.720,0.6,2.3,2.9,0.7,0.4,0.5,0.4,1.0,6.5,2019-20,bateske01,PF-SF,24,TOT,44,744,12.4,.539,.440,.321,3.5,15.1,9.1,5.8,1.2,2.7,6.0,15.8,,0.6,0.6,1.2,.078,,-1.0,-0.4,-1.4,0.1
2019-20,batumni01,Nicolas Batum,SF,31,CHO,22,3,23.0,1.3,3.7,.346,0.6,2.2,.286,0.6,1.5,.438,.432,0.4,0.5,.900,1.1,3.4,4.5,3.0,0.8,0.4,1.0,1.9,3.6,2019-20,batumni01,SF,31,CHO,22,505,9.2,.463,.605,.123,5.2,16.8,10.8,18.3,1.7,1.5,20.5,9.4,,0.2,0.4,0.6,.055,,-2.8,0.9,-1.9,0.0
2019-20,baynear01,Aron Baynes,C,33,PHO,42,28,22.2,4.4,9.1,.480,1.4,4.0,.351,3.0,5.1,.582,.558,1.3,1.8,.747,1.7,4.0,5.6,1.6,0.2,0.5,1.2,3.4,11.5,2019-20,baynear01,C,33,PHO,42,934,15.2,.581,.441,.197,8.3,20.0,14.1,10.9,0.5,2.1,10.8,21.1,,1.3,0.8,2.1,.107,,-0.2,-0.8,-1.0,0.2
2019-20,bazemke01,Kent Bazemore,SF,30,TOT,68,21,24.8,2.9,7.9,.375,1.2,3.6,.344,1.7,4.3,.400,.453,1.7,2.2,.769,0.4,3.9,4.3,1.4,1.1,0.6,1.3,2.9,8.8,2019-20,bazemke01,SF,30,TOT,68,1688,9.3,.499,.457,.275,1.7,17.1,9.4,7.4,2.1,2.1,13.2,17.5,,-0.9,1.5,0.6,.017,,-3.4,0.3,-3.1,-0.5
2019-20,bazleda01,Darius Bazley,PF,19,OKC,61,9,18.5,2.0,5.2,.394,0.8,2.3,.348,1.2,2.9,.432,.472,0.7,1.0,.694,0.5,3.5,4.0,0.7,0.4,0.7,0.7,0.9,5.6,2019-20,bazleda01,PF,19,OKC,61,1130,9.6,.497,.445,.196,3.0,20.5,12.0,5.1,1.0,3.1,11.6,15.1,,-0.5,1.5,1.0,.041,,-2.1,0.5,-1.6,0.1
2019-20,bealbr01,Bradley Beal,SG,26,WAS,57,57,36.0,10.4,22.9,.455,3.0,8.4,.353,7.4,14.4,.515,.520,6.8,8.0,.842,0.9,3.3,4.2,6.1,1.2,0.4,3.4,2.2,30.5,2019-20,bealbr01,SG,26,WAS,57,2053,23.2,.579,.369,.351,2.7,10.5,6.4,29.5,1.6,1.0,11.4,34.4,,4.5,0.6,5.1,.118,,5.3,-2.4,2.9,2.5
2019-20,beaslma01,Malik Beasley,SG,23,TOT,55,14,22.0,4.1,9.7,.425,1.9,5.0,.388,2.2,4.7,.465,.525,1.0,1.2,.818,0.3,2.4,2.7,1.4,0.7,0.1,1.0,1.4,11.2,2019-20,beaslma01,SG,23,TOT,55,1209,12.7,.546,.517,.124,1.6,11.9,6.7,9.4,1.6,0.6,9.2,21.8,,0.4,0.8,1.2,.049,,-0.7,-1.4,-2.1,0.0
2019-20,belinma01,Marco Belinelli,SG,33,SAS,57,0,15.5,2.2,5.5,.392,1.2,3.1,.376,1.0,2.4,.412,.498,0.8,1.0,.828,0.1,1.6,1.7,1.2,0.2,0.0,0.3,0.8,6.3,2019-20,belinma01,SG,33,SAS,57,883,10.8,.532,.567,.185,0.9,11.2,6.0,10.7,0.6,0.1,5.3,17.5,,0.7,0.2,0.8,.046,,-0.7,-2.0,-2.7,-0.2
2019-20,belljo01,Jordan Bell,C,25,TOT,29,0,8.8,1.2,2.3,.522,0.1,0.4,.333,1.1,1.9,.564,.552,0.7,1.1,.613,1.0,1.8,2.8,0.6,0.1,0.3,0.7,0.7,3.2,2019-20,belljo01,C,25,TOT,29,256,13.9,.577,.179,.463,12.0,21.8,16.7,8.9,0.5,3.2,20.7,16.4,,0.2,0.2,0.4,.070,,-1.4,-1.1,-2.5,0.0
2019-20,bembrde01,DeAndre' Bembry,SG,25,ATL,43,4,21.3,2.4,5.3,.456,0.3,1.5,.231,2.1,3.8,.546,.489,0.6,1.1,.542,0.8,2.7,3.5,1.9,1.3,0.4,1.4,2.0,5.8,2019-20,bembrde01,SG,25,ATL,43,915,9.6,.500,.285,.211,4.0,14.1,8.9,12.3,2.8,1.7,19.4,14.0,,-0.5,0.8,0.2,.012,,-3.5,1.1,-2.5,-0.1
2019-20,bendedr01,Dragan Bender,PF-C,22,TOT,16,3,17.9,2.6,5.8,.446,0.9,2.7,.349,1.6,3.1,.531,.527,0.6,0.9,.714,1.0,3.6,4.6,1.8,0.3,0.6,1.3,2.6,6.7,2019-20,bendedr01,PF-C,22,TOT,16,286,10.9,.545,.467,.152,5.9,21.1,13.5,14.4,0.7,2.8,17.6,17.7,,0.0,0.3,0.3,.052,,-3.0,0.1,-3.0,-0.1
2019-20,bertada01,Dāvis Bertāns,PF,27,WAS,54,4,29.3,4.9,11.3,.434,3.7,8.7,.424,1.2,2.6,.471,.598,1.9,2.3,.852,0.6,3.9,4.5,1.7,0.7,0.6,1.1,2.6,15.4,2019-20,bertada01,PF,27,WAS,54,1583,15.5,.628,.774,.200,2.3,15.1,8.5,8.4,1.1,1.8,8.2,19.0,,3.0,0.5,3.5,.107,,2.7,-1.8,0.9,1.1
2019-20,beverpa01,Patrick Beverley,PG,31,LAC,51,50,26.3,2.9,6.7,.431,1.6,4.0,.388,1.3,2.6,.496,.548,0.6,0.9,.660,1.1,4.1,5.2,3.6,1.1,0.5,1.3,3.1,7.9,2019-20,beverpa01,PG,31,LAC,51,1342,12.5,.560,.604,.138,4.5,15.8,10.3,18.2,1.9,1.6,15.4,13.3,,1.6,2.0,3.6,.128,,-0.3,2.5,2.2,1.4
2019-20,birchkh01,Khem Birch,C,27,ORL,48,24,19.2,1.5,3.0,.510,0.0,0.0,.000,1.5,3.0,.514,.510,1.4,2.1,.653,1.9,2.7,4.6,1.0,0.4,0.5,0.6,1.9,4.4,2019-20,birchkh01,C,27,ORL,48,922,11.7,.566,.007,.706,10.3,15.6,12.9,7.3,1.1,2.3,14.2,10.2,,1.2,0.9,2.2,.112,,-2.5,0.2,-2.4,-0.1
2019-20,bitadgo01,Goga Bitadze,C,20,IND,54,2,8.7,1.3,2.8,.467,0.1,0.8,.190,1.1,2.0,.574,.493,0.4,0.6,.727,0.5,1.5,2.0,0.4,0.2,0.7,0.5,1.2,3.2,2019-20,bitadgo01,C,20,IND,54,471,12.1,.523,.280,.220,5.9,18.7,12.3,6.7,1.0,6.9,14.5,17.9,,-0.1,0.8,0.7,.067,,-4.1,1.8,-2.3,0.0
2019-20,biyombi01,Bismack Biyombo,C,27,CHO,53,29,19.4,2.8,5.2,.543,0.0,0.0,,2.8,5.2,.543,.543,1.7,2.8,.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4,2019-20,biyombi01,C,27,CHO,53,1029,16.1,.570,.000,.543,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,,1.5,0.9,2.4,.113,,-1.8,-0.7,-2.5,-0.1
2019-20,bjeline01,Nemanja Bjelica,PF,31,SAC,72,67,27.9,4.4,9.1,.481,1.9,4.4,.419,2.5,4.6,.541,.583,1.0,1.2,.821,1.5,4.8,6.4,2.8,0.9,0.6,1.4,3.0,11.5,2019-20,bjeline01,PF,31,SAC,72,2011,15.7,.602,.490,.129,6.1,19.9,12.8,14.7,1.5,1.9,12.5,17.0,,3.4,1.9,5.3,.127,,1.2,0.5,1.7,1.9
2019-20,bledser01,Eric Bledsoe,PG,30,MIL,61,61,27.0,5.5,11.5,.475,1.2,3.5,.344,4.3,8.0,.533,.528,2.8,3.5,.790,0.7,3.9,4.6,5.4,0.9,0.4,2.4,2.1,14.9,2019-20,bledser01,PG,30,MIL,61,1646,17.6,.571,.306,.304,2.8,13.5,8.5,28.7,1.6,1.4,15.7,23.7,,2.4,3.0,5.4,.157,,0.8,1.1,1.8,1.6
2019-20,bogdabo01,Bogdan Bogdanović,SG,27,SAC,61,28,29.0,5.5,12.6,.440,2.7,7.2,.372,2.8,5.3,.532,.547,1.4,1.9,.741,0.4,3.0,3.4,3.4,1.0,0.2,1.7,2.2,15.1,2019-20,bogdabo01,SG,27,SAC,61,1766,15.1,.565,.576,.151,1.6,11.8,6.6,18.0,1.8,0.8,11.1,22.6,,1.8,1.3,3.1,.084,,1.2,-0.5,0.6,1.2
2019-20,bogdabo02,Bojan Bogdanović,SF,30,UTA,63,63,33.1,6.6,14.8,.447,3.0,7.3,.414,3.6,7.6,.479,.548,4.0,4.4,.903,0.6,3.5,4.1,2.1,0.5,0.1,2.5,1.7,20.2,2019-20,bogdabo02,SF,30,UTA,63,2083,15.6,.603,.489,.296,2.1,11.2,6.8,10.0,0.8,0.3,13.1,25.5,,2.6,1.6,4.2,.096,,1.6,-1.5,0.1,1.1
2019-20,bolbo01,Bol Bol,PF,20,DEN,7,0,12.4,2.0,4.0,.500,0.6,1.3,.444,1.4,2.7,.526,.571,1.1,1.4,.800,0.7,2.0,2.7,0.9,0.3,0.9,1.4,1.6,5.7,2019-20,bolbo01,PF,20,DEN,7,87,14.4,.617,.321,.357,6.4,18.0,12.2,9.8,1.1,6.4,23.6,21.2,,0.0,0.1,0.1,.063,,-2.1,-0.7,-2.9,0.0
2019-20,boldejo01,Jonah Bolden,C,24,TOT,7,0,6.7,0.6,1.6,.364,0.0,0.6,.000,0.6,1.0,.571,.364,0.3,0.6,.500,0.4,0.9,1.3,0.0,0.4,0.3,0.3,1.4,1.4,2019-20,boldejo01,C,24,TOT,7,47,4.9,.392,.364,.364,7.0,14.3,10.6,0.0,3.0,3.7,13.6,13.4,,-0.1,0.1,0.0,-0.006,,-8.7,-0.1,-8.8,-0.1
2019-20,boldema01,Marques Bolden,C,21,CLE,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2019-20,boldema01,C,21,CLE,1,3,19.8,,,,0.0,74.7,37.0,0.0,16.2,0.0,,0.0,,0.0,0.0,0.0,.282,,-5.9,11.3,5.4,0.0
2019-20,bonejo01,Jordan Bone,PG,22,DET,10,0,5.3,0.5,2.0,.250,0.2,1.0,.200,0.3,1.0,.300,.300,0.0,0.0,,0.0,0.4,0.4,0.8,0.1,0.0,0.2,0.6,1.2,2019-20,bonejo01,PG,22,DET,10,53,0.8,.300,.500,.000,0.0,8.7,4.3,21.0,0.9,0.0,9.1,18.1,,-0.1,0.0,-0.1,-0.117,,-9.1,-2.8,-11.9,-0.1
2019-20,bongais01,Isaac Bonga,SF,20,WAS,66,49,18.9,1.8,3.5,.504,0.4,1.1,.352,1.4,2.5,.571,.558,1.0,1.3,.812,1.1,2.3,3.4,1.2,0.7,0.3,0.9,2.4,5.0,2019-20,bongais01,SF,20,WAS,66,1250,10.2,.608,.303,.363,6.0,13.8,9.7,7.9,1.7,1.5,17.6,11.0,,1.2,0.6,1.8,.068,,-2.7,-0.1,-2.8,-0.3
2019-20,bookede01,Devin Booker,SG,23,PHO,70,70,35.9,9.0,18.3,.489,2.0,5.7,.354,6.9,12.6,.549,.544,6.7,7.3,.919,0.4,3.8,4.2,6.5,0.7,0.3,3.8,3.0,26.6,2019-20,bookede01,SG,23,PHO,70,2512,20.6,.618,.310,.397,1.3,12.0,6.6,30.0,0.9,0.6,14.9,30.0,,6.0,1.5,7.5,.143,,3.4,-1.3,2.2,2.6
2019-20,bouchch01,Chris Boucher,C,27,TOR,62,0,13.2,2.3,4.8,.472,0.6,1.9,.322,1.7,2.9,.569,.535,1.5,1.9,.784,1.7,2.7,4.5,0.4,0.4,1.0,0.5,1.8,6.6,2019-20,bouchch01,C,27,TOR,62,819,20.7,.587,.395,.388,14.1,21.4,17.9,4.8,1.3,7.3,7.4,19.7,,2.1,1.8,3.8,.224,,1.0,1.0,2.0,0.8
2019-20,bowenbr02,Brian Bowen,SF,21,IND,6,1,5.2,0.5,1.7,.300,0.0,0.3,.000,0.5,1.3,.375,.300,0.0,0.0,,0.2,1.0,1.2,0.0,0.0,0.2,0.2,0.5,1.0,2019-20,bowenbr02,SF,21,IND,6,31,0.1,.300,.200,.000,3.6,21.0,12.4,0.0,0.0,2.8,9.1,15.6,,-0.1,0.0,-0.1,-0.107,,-9.1,-1.6,-10.7,-0.1
2019-20,bowmaky01,Ky Bowman,PG,22,GSW,45,12,22.6,3.0,7.1,.417,0.7,2.4,.308,2.2,4.8,.472,.469,0.8,0.9,.829,0.5,2.2,2.7,2.9,1.0,0.2,1.6,2.3,7.4,2019-20,bowmaky01,PG,22,GSW,45,1015,9.1,.494,.333,.128,2.5,10.7,6.5,19.4,2.1,0.9,17.1,17.2,,-0.6,0.6,-0.1,-0.003,,-4.0,-0.3,-4.3,-0.6
