season_id_x,bbref_player_id_x,player,pos_x,age_x,team_abbreviation_x,gp_x,gs,min_x,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,2p,2pa,2p%,efg%,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,season_id_y,bbref_player_id_y,pos_y,age_y,team_abbreviation_y,gp_y,min_y,per,ts%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%, ,ows,dws,ws,ws/48, ,obpm,dbpm,bpm,vorp
2019-20,bradlav01,Avery Bradley,SG,29,LAL,49,44,24.2,3.5,7.8,.444,1.3,3.5,.364,2.2,4.3,.510,.526,0.4,0.5,.833,0.4,2.0,2.3,1.3,0.9,0.1,1.0,2.2,8.6,2019-20,bradlav01,SG,29,LAL,49,1186,8.9,.537,.452,.063,1.7,8.9,5.3,7.2,1.7,0.4,10.7,15.7,,0.2,1.4,1.5,.062,,-3.0,0.5,-2.5,-0.2
2019-20,bradlto01,Tony Bradley,C,22,UTA,58,3,11.4,2.2,3.3,.667,0.1,0.1,1.000,2.1,3.2,.661,.675,0.5,0.8,.652,1.9,2.7,4.6,0.4,0.2,0.6,0.5,2.0,4.9,2019-20,bradlto01,C,22,UTA,58,663,21.7,.681,.016,.243,19.1,25.0,22.2,5.4,1.0,4.1,12.5,15.8,,2.2,1.1,3.3,.236,,1.0,0.3,1.3,0.6
2019-20,brantja01,Jarrell Brantley,PF,23,UTA,9,0,10.7,1.1,3.1,.357,0.3,1.4,.231,0.8,1.7,.467,.411,0.1,0.2,.500,0.2,2.0,2.2,1.2,0.3,0.6,0.8,0.8,2.7,2019-20,brantja01,PF,23,UTA,9,96,8.0,.416,.464,.071,2.4,19.9,11.5,15.8,1.5,4.3,19.5,16.3,,-0.2,0.1,0.0,-0.006,,-5.3,0.7,-4.6,-0.1
2019-20,brazdig01,Ignas Brazdeikis,SF,21,NYK,9,0,5.9,0.7,2.4,.273,0.1,1.0,.111,0.6,1.4,.385,.295,0.4,0.6,.800,0.2,0.3,0.6,0.4,0.0,0.1,0.2,0.3,1.9,2019-20,brazdig01,SF,21,NYK,9,53,3.2,.351,.409,.227,3.9,6.2,5.0,10.6,0.0,1.8,7.6,21.0,,-0.1,0.0,-0.1,-0.108,,-5.1,-3.9,-9.0,-0.1
2019-20,breweco01,Corey Brewer,PF,33,SAC,5,0,6.6,0.4,0.8,.500,0.0,0.2,.000,0.4,0.6,.667,.500,0.2,0.6,.333,0.4,1.2,1.6,0.4,0.8,0.0,0.4,1.4,1.0,2019-20,breweco01,PF,33,SAC,5,33,8.7,.470,.250,.750,6.7,21.0,13.6,7.7,5.9,0.0,27.3,9.6,,0.0,0.1,0.0,.064,,-6.9,3.8,-3.1,0.0
2019-20,bridgmi01,Mikal Bridges,SF,23,PHO,73,32,28.0,3.4,6.6,.510,1.0,2.7,.361,2.4,4.0,.610,.583,1.4,1.7,.844,0.9,3.1,4.0,1.8,1.4,0.6,1.0,2.2,9.1,2019-20,bridgmi01,SF,23,PHO,73,2042,12.9,.620,.401,.252,3.5,12.4,7.9,8.6,2.4,2.0,12.0,12.7,,2.5,2.3,4.8,.113,,-0.6,1.5,0.8,1.5
2019-20,bridgmi02,Miles Bridges,SF,21,CHO,65,64,30.7,4.9,11.6,.424,1.5,4.6,.330,3.4,7.0,.486,.489,1.6,2.0,.809,1.4,4.2,5.6,1.8,0.6,0.7,1.5,2.0,13.0,2019-20,bridgmi02,SF,21,CHO,65,1995,12.1,.520,.398,.174,4.6,15.6,9.9,9.4,1.0,2.2,10.5,20.0,,0.3,1.3,1.6,.039,,-1.5,-1.0,-2.5,-0.3
2019-20,brissos01,Oshae Brissett,SF,21,TOR,19,0,7.1,0.7,1.9,.361,0.2,0.8,.200,0.5,1.1,.476,.403,0.4,0.5,.800,0.5,0.9,1.4,0.4,0.2,0.1,0.4,0.9,1.9,2019-20,brissos01,SF,21,TOR,19,135,6.7,.458,.417,.278,7.2,13.0,10.2,7.0,1.4,0.7,14.8,15.0,,-0.1,0.2,0.1,.043,,-5.8,0.4,-5.4,-0.1
2019-20,broekry01,Ryan Broekhoff,SF,29,DAL,17,1,10.6,1.3,3.5,.373,1.2,3.0,.392,0.1,0.5,.250,.542,0.4,0.5,.875,0.3,2.2,2.5,0.6,0.3,0.2,0.4,0.9,4.2,2019-20,broekry01,SF,29,DAL,17,180,13.1,.568,.864,.136,3.0,21.9,12.5,8.3,1.3,1.9,8.8,16.3,,0.2,0.2,0.4,.109,,0.4,0.3,0.7,0.1
2019-20,brogdma01,Malcolm Brogdon,PG,27,IND,54,54,30.9,6.0,13.8,.438,1.4,4.3,.326,4.6,9.5,.488,.489,3.1,3.4,.892,0.9,4.0,4.9,7.1,0.6,0.2,2.4,1.8,16.5,2019-20,brogdma01,PG,27,IND,54,1666,17.7,.541,.309,.250,3.1,14.1,8.6,33.8,1.0,0.5,13.7,25.2,,2.3,1.7,4.0,.114,,2.3,-0.5,1.8,1.6
2019-20,brookdi01,Dillon Brooks,SG,24,MEM,73,73,28.9,6.0,14.6,.407,2.0,5.6,.358,3.9,9.0,.438,.476,2.2,2.8,.808,0.9,2.4,3.3,2.1,0.9,0.4,1.7,3.8,16.2,2019-20,brookdi01,SG,24,MEM,73,2112,11.3,.510,.385,.190,3.5,8.6,6.1,10.5,1.4,1.1,9.7,25.2,,-0.4,1.6,1.2,.027,,-2.6,-1.4,-4.1,-1.1
2019-20,brownbr01,Bruce Brown,PG,23,DET,58,43,28.2,3.4,7.7,.443,0.6,1.7,.344,2.8,6.1,.470,.480,1.5,2.1,.739,1.1,3.7,4.7,4.0,1.1,0.5,1.7,2.8,8.9,2019-20,brownbr01,PG,23,DET,58,1634,11.9,.518,.215,.266,4.2,15.0,9.5,20.4,1.9,1.5,16.7,16.0,,0.7,1.4,2.1,.062,,-2.0,0.8,-1.2,0.3
2019-20,brownch02,Charlie Brown,SG,22,ATL,10,0,4.0,0.6,1.9,.316,0.3,0.9,.333,0.3,1.0,.300,.395,0.5,0.5,1.000,0.2,0.2,0.4,0.2,0.2,0.2,0.3,0.3,2.0,2019-20,brownch02,SG,22,ATL,10,40,11.0,.472,.474,.263,5.3,5.5,5.4,7.3,2.3,4.2,12.4,25.1,,0.0,0.0,0.0,-0.028,,-1.1,-1.4,-2.5,0.0
2019-20,brownja02,Jaylen Brown,SG,23,BOS,57,57,33.9,7.5,15.6,.481,2.3,5.9,.382,5.2,9.6,.543,.554,3.1,4.3,.724,1.1,5.3,6.4,2.1,1.1,0.4,2.2,2.9,20.3,2019-20,brownja02,SG,23,BOS,57,1934,16.9,.583,.381,.274,3.5,16.5,10.1,9.7,1.6,1.0,11.2,24.7,,2.3,2.6,4.9,.123,,1.0,-0.2,0.8,1.4
2019-20,brownmo01,Moses Brown,C,20,POR,9,0,3.7,0.4,1.1,.400,0.0,0.0,,0.4,1.1,.400,.400,0.3,0.9,.375,0.3,1.2,1.6,0.1,0.1,0.1,0.3,0.8,1.2,2019-20,brownmo01,C,20,POR,9,33,6.7,.407,.000,.800,9.6,34.5,22.2,4.0,1.4,2.6,18.2,21.2,,-0.1,0.0,0.0,-0.065,,-8.2,-1.8,-10.0,-0.1
2019-20,brownst02,Sterling Brown,SF,24,MIL,52,1,14.8,1.8,4.9,.371,0.8,2.6,.324,1.0,2.3,.425,.457,0.6,0.8,.800,0.6,2.9,3.5,1.0,0.6,0.1,0.8,1.0,5.1,2019-20,brownst02,SF,24,MIL,52,767,9.5,.486,.531,.156,4.3,18.5,11.8,8.6,1.7,0.8,13.3,17.0,,-0.4,1.5,1.1,.070,,-3.0,1.0,-2.0,0.0
2019-20,browntr01,Troy Brown Jr.,SF,20,WAS,69,22,25.8,4.0,9.0,.439,0.9,2.6,.341,3.1,6.4,.479,.488,1.6,2.0,.784,1.1,4.4,5.6,2.6,1.2,0.1,1.1,1.9,10.4,2019-20,browntr01,SF,20,WAS,69,1782,13.7,.524,.288,.223,4.5,19.6,11.7,14.1,2.2,0.3,10.4,17.8,,1.3,1.2,2.4,.065,,-0.8,-0.4,-1.3,0.3
2019-20,brunsja01,Jalen Brunson,PG,23,DAL,57,16,17.9,3.2,6.8,.466,0.8,2.1,.358,2.4,4.7,.515,.522,1.1,1.3,.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2,2019-20,brunsja01,PG,23,DAL,57,1022,14.9,.553,.309,.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,,1.6,0.6,2.1,.101,,0.1,-1.0,-0.9,0.3
2019-20,bryanth01,Thomas Bryant,C,22,WAS,46,36,24.9,5.3,9.1,.581,0.8,2.0,.407,4.5,7.1,.630,.626,1.9,2.5,.741,2.1,5.1,7.2,1.8,0.5,1.1,1.2,2.2,13.2,2019-20,bryanth01,C,22,WAS,46,1147,21.1,.649,.218,.278,9.0,23.1,15.8,11.1,1.0,3.7,10.2,18.9,,3.1,0.8,3.9,.164,,2.9,-0.7,2.2,1.2
2019-20,bullore01,Reggie Bullock,SG,28,NYK,29,19,23.6,3.1,7.7,.402,1.3,3.8,.333,1.8,3.9,.469,.484,0.6,0.7,.810,0.4,1.9,2.3,1.4,0.9,0.1,0.7,1.9,8.1,2019-20,bullore01,SG,28,NYK,29,684,9.3,.502,.496,.094,2.0,8.8,5.3,8.8,1.8,0.4,7.5,15.6,,0.2,0.3,0.5,.036,,-2.8,-0.3,-3.0,-0.2
2019-20,burketr01,Trey Burke,PG,27,TOT,33,1,15.8,2.8,6.3,.450,1.0,2.3,.427,1.9,4.1,.463,.526,0.7,0.9,.793,0.5,1.0,1.5,2.5,0.5,0.1,0.6,1.0,7.4,2019-20,burketr01,PG,27,TOT,33,520,15.6,.548,.359,.139,3.4,7.0,5.2,23.7,1.5,0.3,8.7,20.0,,1.0,0.4,1.3,.123,,0.8,-1.0,-0.2,0.2
2019-20,burksal01,Alec Burks,SF-SG,28,TOT,66,19,26.6,4.9,11.6,.418,1.8,4.6,.385,3.1,7.1,.439,.493,3.6,4.0,.887,0.7,3.5,4.3,2.9,0.9,0.3,1.4,1.9,15.0,2019-20,burksal01,SF-SG,28,TOT,66,1754,16.7,.561,.392,.345,2.9,14.9,8.7,17.2,1.7,0.9,9.3,23.8,,2.5,1.2,3.7,.101,,1.2,-0.7,0.5,1.1
2019-20,burtode02,Deonte Burton,SF,26,OKC,39,0,9.1,1.1,3.2,.344,0.3,1.4,.189,0.8,1.8,.458,.384,0.2,0.4,.571,0.2,1.3,1.5,0.4,0.2,0.3,0.5,0.9,2.7,2019-20,burtode02,SF,26,OKC,39,356,4.3,.396,.424,.112,2.2,15.1,8.8,6.8,1.0,2.4,12.7,18.5,,-0.9,0.4,-0.5,-0.067,,-6.3,-0.5,-6.8,-0.4
2019-20,butleji01,Jimmy Butler,SF,30,MIA,58,58,33.8,5.9,13.1,.455,0.5,2.1,.244,5.4,11.0,.495,.474,7.6,9.1,.834,1.8,4.8,6.7,6.0,1.8,0.6,2.2,1.4,19.9,2019-20,butleji01,SF,30,MIA,58,1959,23.6,.585,.157,.693,6.3,15.4,11.0,28.1,2.6,1.6,11.4,25.1,,6.3,2.7,9.0,.221,,4.0,1.5,5.4,3.7
2019-20,cabocbr01,Bruno Caboclo,C,24,TOT,30,0,8.1,1.3,3.0,.427,0.2,1.1,.182,1.1,1.9,.571,.461,0.3,0.3,.889,0.8,1.2,2.0,0.4,0.5,0.6,0.4,1.0,3.0,2019-20,cabocbr01,C,24,TOT,30,244,14.1,.484,.371,.101,10.0,15.8,12.9,6.8,2.9,6.1,12.3,18.0,,0.0,0.4,0.4,.076,,-3.0,0.9,-2.1,0.0
2019-20,cacokde01,Devontae Cacok,C,23,LAL,1,0,9.0,3.0,6.0,.500,0.0,0.0,,3.0,6.0,.500,.500,0.0,0.0,,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,2019-20,cacokde01,C,23,LAL,1,9,28.6,.500,.000,.000,24.6,36.1,30.4,20.3,0.0,0.0,0.0,28.1,,0.0,0.0,0.0,.226,,4.8,-4.6,0.2,0.0
2019-20,caldwke01,Kentavious Caldwell-Pope,SG,26,LAL,69,26,25.5,3.4,7.3,.467,1.3,3.5,.385,2.1,3.9,.541,.558,1.1,1.5,.775,0.6,1.5,2.1,1.6,0.8,0.2,0.9,1.9,9.3,2019-20,caldwke01,SG,26,LAL,69,1762,11.0,.584,.471,.201,2.4,6.4,4.4,8.5,1.5,0.7,10.1,14.7,,1.9,1.9,3.7,.102,,-1.2,0.4,-0.8,0.5
2019-20,cancavl01,Vlatko Čančar,PF,22,DEN,14,0,3.2,0.4,1.1,.400,0.1,0.4,.167,0.4,0.6,.556,.433,0.3,0.3,1.000,0.4,0.4,0.7,0.2,0.1,0.1,0.2,0.5,1.2,2019-20,cancavl01,PF,22,DEN,14,45,11.4,.507,.400,.267,12.5,12.4,12.4,9.1,1.1,2.1,15.2,19.1,,0.0,0.0,0.1,.062,,-3.4,-1.2,-4.6,0.0
2019-20,capelca01,Clint Capela,C,25,HOU,39,39,32.8,6.3,9.9,.629,0.0,0.0,,6.3,9.9,.629,.629,1.4,2.7,.529,4.3,9.5,13.8,1.2,0.8,1.8,1.6,2.6,13.9,2019-20,capelca01,C,25,HOU,39,1279,20.6,.626,.000,.268,13.6,30.5,22.0,5.7,1.2,4.8,12.7,16.1,,2.8,2.1,4.9,.184,,1.0,0.4,1.4,1.1
2019-20,carrode01,DeMarre Carroll,SF-C,33,TOT,24,0,12.1,1.0,2.8,.379,0.3,1.4,.242,0.7,1.4,.515,.439,1.2,1.8,.690,0.5,1.8,2.3,1.0,0.3,0.2,0.7,1.3,3.6,2019-20,carrode01,SF-C,33,TOT,24,290,9.1,.515,.500,.636,4.4,15.8,10.1,11.2,1.3,1.5,16.8,14.8,,0.0,0.2,0.3,.045,,-3.1,-0.7,-3.9,-0.1
2019-20,carteje01,Jevon Carter,PG,24,PHO,58,2,16.3,1.7,4.2,.416,1.1,2.5,.425,0.7,1.7,.402,.543,0.4,0.5,.852,0.5,1.5,2.0,1.4,0.8,0.3,0.6,1.5,4.9,2019-20,carteje01,PG,24,PHO,58,945,11.3,.563,.601,.111,3.5,10.5,6.9,11.9,2.4,1.6,11.2,12.9,,0.8,1.0,1.8,.093,,-0.7,1.3,0.6,0.6
2019-20,cartevi01,Vince Carter,PF,43,ATL,60,0,14.6,1.8,5.1,.352,1.0,3.4,.302,0.8,1.7,.451,.452,0.4,0.5,.793,0.3,1.8,2.1,0.8,0.4,0.4,0.6,1.5,5.0,2019-20,cartevi01,PF,43,ATL,60,876,7.5,.470,.664,.095,2.2,13.2,7.6,7.7,1.2,2.4,9.4,16.6,,-0.6,0.4,-0.2,-0.011,,-3.1,-1.2,-4.3,-0.5
2019-20,cartewe01,Wendell Carter Jr.,C,20,CHI,43,43,29.2,4.3,8.0,.534,0.1,0.7,.207,4.1,7.3,.564,.542,2.6,3.5,.737,3.2,6.2,9.4,1.2,0.8,0.8,1.7,3.8,11.3,2019-20,cartewe01,C,20,CHI,43,1256,15.5,.590,.085,.443,11.6,24.6,17.8,6.0,1.3,2.7,14.9,16.4,,1.7,1.6,3.3,.127,,-2.1,-0.3,-2.4,-0.1
2019-20,cartemi01,Michael Carter-Williams,SG,28,ORL,45,0,18.5,2.5,5.8,.427,0.5,1.7,.293,2.0,4.1,.481,.469,1.8,2.1,.832,1.0,2.2,3.3,2.4,1.1,0.5,1.2,1.9,7.2,2019-20,cartemi01,SG,28,ORL,45,833,15.3,.535,.288,.365,5.8,13.5,9.5,19.1,2.9,2.4,14.7,18.3,,0.7,1.2,1.9,.111,,-1.5,1.6,0.1,0.5
2019-20,carusal01,Alex Caruso,PG,25,LAL,64,2,18.4,1.9,4.5,.412,0.6,1.9,.333,1.3,2.7,.468,.481,1.1,1.5,.734,0.3,1.7,1.9,1.9,1.1,0.3,0.8,1.5,5.5,2019-20,carusal01,PG,25,LAL,64,1175,10.8,.525,.412,.323,1.6,9.8,5.7,13.6,2.8,1.4,13.8,13.8,,0.5,1.8,2.3,.095,,-2.6,2.4,-0.2,0.5
2019-20,caulewi01,Willie Cauley-Stein,C,26,TOT,54,39,20.3,3.2,5.6,.579,0.0,0.0,.000,3.2,5.6,.581,.579,0.7,1.2,.606,1.6,4.3,5.8,1.3,0.9,1.1,0.7,2.2,7.2,2019-20,caulewi01,C,26,TOT,54,1097,17.0,.589,.003,.219,8.0,23.3,15.5,9.9,2.1,5.0,10.8,14.4,,1.5,1.5,2.9,.128,,-1.2,1.7,0.5,0.7
2019-20,chandty01,Tyson Chandler,C,37,HOU,26,5,8.4,0.5,0.7,.778,0.0,0.0,,0.5,0.7,.778,.778,0.2,0.5,.462,1.0,1.6,2.5,0.2,0.2,0.3,0.3,1.2,1.3,2019-20,chandty01,C,37,HOU,26,219,10.8,.717,.000,.722,11.8,19.8,15.8,3.5,1.3,3.1,25.2,6.0,,0.3,0.3,0.6,.131,,-2.6,1.1,-1.5,0.0
2019-20,chandwi01,Wilson Chandler,PF,32,BRK,35,3,21.0,2.1,5.2,.404,1.1,3.5,.306,1.1,1.8,.597,.505,0.6,0.7,.870,0.3,3.8,4.1,1.1,0.5,0.3,1.0,2.3,5.9,2019-20,chandwi01,PF,32,BRK,35,734,7.4,.531,.661,.126,1.6,18.5,10.2,7.3,1.0,1.4,15.0,12.9,,-0.1,0.9,0.7,.046,,-3.8,1.0,-2.7,-0.1
2019-20,chealjo01,Joe Chealey,PG,24,CHO,4,0,8.3,0.0,1.8,.000,0.0,1.0,.000,0.0,0.8,.000,.000,0.5,0.5,1.000,0.0,0.0,0.0,0.3,1.0,0.0,0.5,0.5,0.5,2019-20,chealjo01,PG,24,CHO,4,33,-2.9,.127,.571,.286,0.0,0.0,0.0,3.9,6.1,0.0,20.2,13.2,,-0.2,0.0,-0.1,-0.188,,-14.3,1.7,-12.5,-0.1
2019-20,cheatzy01,Zylan Cheatham,PF,24,NOP,4,0,12.8,1.5,2.3,.667,0.0,0.3,.000,1.5,2.0,.750,.667,0.0,0.0,,0.8,1.5,2.3,0.8,0.3,0.3,1.0,2.5,3.0,2019-20,cheatzy01,PF,24,NOP,4,51,6.7,.667,.111,.000,6.2,12.5,9.4,7.7,0.9,1.6,30.8,10.4,,0.0,0.0,0.0,.034,,-6.5,-0.6,-7.1,-0.1
2019-20,chiozch01,Chris Chiozza,PG,24,TOT,28,2,14.3,2.0,5.0,.393,1.0,2.6,.375,1.0,2.4,.412,.489,0.2,0.2,1.000,0.3,1.6,1.9,3.0,0.8,0.1,1.1,1.3,5.1,2019-20,chiozch01,PG,24,TOT,28,401,12.0,.499,.514,.036,2.4,11.6,6.9,29.4,2.5,0.9,18.4,18.1,,0.0,0.4,0.5,.055,,-1.6,0.5,-1.2,0.1
2019-20,chrisma01,Marquese Chriss,PF,22,GSW,59,21,20.3,3.6,6.5,.545,0.1,0.7,.205,3.4,5.9,.584,.556,2.0,2.6,.769,1.9,4.3,6.2,1.9,0.7,1.1,1.3,2.1,9.3,2019-20,chrisma01,PF,22,GSW,59,1196,19.5,.604,.101,.405,10.0,23.6,16.5,15.3,1.6,4.7,14.7,19.0,,2.1,1.3,3.4,.136,,0.0,0.6,0.6,0.8
2019-20,clarkga01,Gary Clark,SF-PF,25,TOT,42,5,13.5,1.3,3.2,.406,0.9,2.6,.351,0.4,0.5,.682,.553,0.2,0.2,.900,0.9,1.7,2.6,0.4,0.1,0.5,0.2,1.1,3.7,2019-20,clarkga01,SF-PF,25,TOT,42,567,10.7,.568,.835,.075,6.8,14.0,10.3,4.1,0.5,3.4,6.8,11.0,,0.7,0.5,1.2,.100,,-0.9,-1.0,-1.9,0.0
2019-20,clarkbr01,Brandon Clarke,PF,23,MEM,58,4,22.4,5.1,8.3,.618,0.4,1.1,.359,4.7,7.2,.658,.642,1.5,1.9,.759,1.6,4.4,5.9,1.4,0.6,0.8,0.9,1.7,12.1,2019-20,clarkbr01,PF,23,MEM,58,1300,20.9,.663,.134,.234,7.6,20.1,14.0,9.5,1.1,3.2,9.4,18.7,,3.4,1.6,5.0,.183,,2.4,0.7,3.1,1.7
2019-20,clarkjo01,Jordan Clarkson,SG,27,TOT,71,2,24.0,5.5,12.2,.454,2.1,5.8,.368,3.4,6.4,.533,.542,1.9,2.3,.836,0.7,1.9,2.6,1.9,0.6,0.2,1.4,1.5,15.2,2019-20,clarkjo01,SG,27,TOT,71,1705,17.3,.574,.476,.190,3.3,8.7,6.1,13.2,1.3,0.8,9.4,26.3,,2.4,1.0,3.4,.096,,2.4,-1.3,1.1,1.3
2019-20,claxtni01,Nicolas Claxton,C,20,BRK,15,0,12.5,1.8,3.2,.563,0.1,0.5,.143,1.7,2.7,.634,.573,0.7,1.4,.524,1.3,1.7,2.9,1.1,0.1,0.5,0.6,0.9,4.4,2019-20,claxtni01,C,20,BRK,15,187,14.8,.577,.146,.438,10.7,13.6,12.2,12.4,0.3,3.6,13.6,14.8,,0.3,0.2,0.5,.121,,-0.7,0.0,-0.6,0.1
2019-20,clemoch01,Chris Clemons,SG,22,HOU,33,0,8.8,1.7,4.3,.401,1.1,3.2,.346,0.6,1.1,.571,.532,0.3,0.3,.909,0.1,0.8,0.9,0.8,0.3,0.2,0.6,0.8,4.9,2019-20,clemoch01,SG,22,HOU,33,291,13.1,.548,.754,.077,1.4,9.4,5.4,14.3,1.4,1.8,11.5,23.6,,0.1,0.2,0.4,.058,,0.3,-1.3,-1.0,0.1
2019-20,clevean01,Antonius Cleveland,SG,25,DAL,11,0,4.2,0.4,1.3,.286,0.0,0.3,.000,0.4,1.0,.364,.286,0.3,0.5,.600,0.2,0.5,0.6,0.1,0.1,0.3,0.2,0.7,1.0,2019-20,clevean01,SG,25,DAL,11,46,2.5,.340,.214,.357,4.6,11.3,8.0,2.8,1.1,5.6,11.0,16.9,,-0.1,0.0,-0.1,-0.076,,-9.0,-1.0,-10.1,-0.1
2019-20,coffeam01,Amir Coffey,SG,22,LAC,18,1,8.8,1.3,3.0,.426,0.3,1.1,.316,0.9,1.9,.486,.481,0.3,0.6,.545,0.2,0.7,0.9,0.8,0.3,0.1,0.4,1.1,3.2,2019-20,coffeam01,SG,22,LAC,18,159,8.5,.493,.352,.204,2.7,7.6,5.2,12.3,1.5,1.1,12.0,17.6,,0.0,0.2,0.1,.041,,-4.2,0.1,-4.1,-0.1
2019-20,collijo01,John Collins,PF,22,ATL,41,41,33.2,8.6,14.8,.583,1.4,3.6,.401,7.2,11.2,.642,.632,2.9,3.7,.800,2.8,7.3,10.1,1.5,0.8,1.6,1.8,3.4,21.6,2019-20,collijo01,PF,22,ATL,41,1363,23.5,.659,.243,.248,9.0,24.0,16.4,7.6,1.1,4.1,10.1,22.7,,3.8,1.2,4.9,.174,,3.7,-0.6,3.1,1.7
2019-20,colliza01,Zach Collins,PF,22,POR,11,11,26.4,2.9,6.2,.471,0.6,1.7,.368,2.3,4.5,.510,.522,0.5,0.7,.750,2.3,4.0,6.3,1.5,0.5,0.5,1.3,3.3,7.0,2019-20,colliza01,PF,22,POR,11,290,9.9,.538,.279,.118,9.1,15.7,12.4,7.2,0.8,1.5,16.4,12.5,,0.2,0.1,0.3,.052,,-1.7,-1.4,-3.1,-0.1
2019-20,conlemi01,Mike Conley,PG,32,UTA,47,41,29.0,4.9,12.1,.409,2.0,5.4,.375,2.9,6.6,.437,.494,2.4,3.0,.827,0.7,2.5,3.2,4.4,0.8,0.1,2.0,2.2,14.4,2019-20,conlemi01,PG,32,UTA,47,1363,14.1,.537,.451,.245,2.8,9.2,6.1,23.1,1.3,0.3,12.8,23.1,,1.4,1.1,2.5,.089,,0.7,-0.4,0.3,0.8
2019-20,connapa01,Pat Connaughton,SG,27,MIL,67,4,18.6,2.0,4.5,.455,0.8,2.5,.331,1.2,2.0,.607,.547,0.5,0.6,.775,0.9,3.3,4.2,1.6,0.4,0.5,0.8,1.0,5.4,2019-20,connapa01,SG,27,MIL,67,1243,11.5,.565,.551,.133,5.1,16.8,11.3,10.9,0.9,2.2,14.0,12.3,,1.1,2.3,3.4,.130,,-0.9,1.5,0.6,0.8
2019-20,cookqu01,Quinn Cook,PG,26,LAL,44,1,11.5,2.1,4.9,.425,0.7,1.9,.365,1.4,2.9,.465,.498,0.3,0.3,.786,0.3,0.9,1.2,1.1,0.3,0.0,0.8,0.6,5.1,2019-20,cookqu01,PG,26,LAL,44,508,10.0,.509,.397,.065,2.4,8.5,5.5,13.8,1.1,0.4,13.0,21.0,,-0.2,0.5,0.3,.030,,-2.3,-1.4,-3.8,-0.2
2019-20,cookty01,Tyler Cook,PF-SF,22,TOT,13,0,4.2,0.6,0.9,.667,0.0,0.0,,0.6,0.9,.667,.667,0.5,0.6,.875,0.5,0.6,1.1,0.1,0.2,0.0,0.2,0.4,1.8,2019-20,cookty01,PF-SF,22,TOT,13,54,19.4,.741,.000,.667,12.3,16.6,14.4,2.9,2.7,0.0,16.2,14.7,,0.2,0.0,0.2,.182,,0.3,-0.7,-0.4,0.0
2019-20,covinro01,Robert Covington,PF-C,29,TOT,70,68,30.5,4.4,10.3,.422,2.3,6.9,.335,2.1,3.5,.593,.533,1.4,1.8,.798,0.9,5.7,6.6,1.3,1.6,1.3,1.5,3.1,12.4,2019-20,covinro01,PF-C,29,TOT,70,2137,13.3,.559,.664,.172,3.0,20.2,11.4,5.9,2.5,3.7,11.7,17.0,,0.7,3.0,3.7,.083,,-1.2,1.3,0.0,1.1
2019-20,crabbal01,Allen Crabbe,SG-SF,27,TOT,37,1,17.6,1.7,4.8,.356,1.0,3.2,.303,0.7,1.6,.466,.458,0.3,0.4,.714,0.3,1.8,2.1,0.9,0.4,0.1,0.5,1.3,4.6,2019-20,crabbal01,SG-SF,27,TOT,37,653,6.0,.470,.672,.079,1.8,11.0,6.3,6.8,1.1,0.5,8.5,12.7,,-0.2,0.2,-0.1,-0.007,,-3.8,-1.5,-5.3,-0.5
2019-20,craigto01,Torrey Craig,SF,29,DEN,58,27,18.5,2.1,4.6,.461,0.8,2.4,.326,1.4,2.3,.603,.545,0.4,0.6,.611,1.1,2.2,3.3,0.8,0.4,0.6,0.4,2.3,5.4,2019-20,craigto01,SF,29,DEN,58,1072,10.8,.553,.513,.134,6.6,13.2,9.9,5.9,1.1,3.1,8.1,12.6,,1.1,0.9,2.0,.091,,-2.0,-0.3,-2.3,-0.1
2019-20,crawfja01,Jamal Crawford,SG,39,BRK,1,0,6.0,2.0,4.0,.500,1.0,2.0,.500,1.0,2.0,.500,.625,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,2019-20,crawfja01,SG,39,BRK,1,6,33.2,.625,.500,.000,0.0,0.0,0.0,100.0,0.0,0.0,0.0,27.9,,0.1,0.0,0.1,.492,,12.4,2.6,15.0,0.0
2019-20,crowdja01,Jae Crowder,SF-PF,29,TOT,65,53,28.8,3.5,8.7,.401,2.1,6.1,.343,1.4,2.6,.538,.521,1.5,1.9,.776,0.8,5.1,5.9,2.5,1.1,0.4,1.1,2.2,10.5,2019-20,crowdja01,SF-PF,29,TOT,65,1875,12.5,.553,.700,.222,3.0,18.5,11.0,11.5,1.8,1.2,10.0,15.5,,1.6,2.2,3.8,.098,,-0.5,0.4,-0.1,0.9
2019-20,culveja01,Jarrett Culver,SG,20,MIN,63,35,23.9,3.7,9.0,.404,1.0,3.5,.299,2.6,5.5,.471,.462,0.9,1.9,.462,1.1,2.3,3.4,1.7,0.9,0.6,1.3,2.0,9.2,2019-20,culveja01,SG,20,MIN,63,1506,9.6,.467,.388,.206,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,,-1.2,1.1,-0.1,-0.004,,-3.3,-0.7,-4.0,-0.8
